job_title,job_skills,cleaned_skills
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","Data Loss Prevention (DLP), Symantec DLP infrastructure engineering, Web proxy, Email DLP, Endpoint DLP, Cloud computing, Databases, Virtualization, Operating systems, Networking, Agile delivery model, JIRA, Cyber security practices, Software engineering principles, Technical writing, Scripting, Troubleshooting, Configuration, Support, URL filtering, Proxy, Network DLP, High School Diploma or equivalent, GED, 6+ years in cybersecurity or IT, 5+ years in data protection, 3+ years with Symantec DLP infrastructure engineering, 3+ years with URL filtering proxy or Network DLP, Bachelor's Degree in Cybersecurity Systems Engineering or Computer Science, 4+ years of experience in scripting and solving cyber technical challenges, 4+ years of experience in public cloud security and multicloud environments, 3+ years experience in IT Delivery projects, 3+ years of handson JIRA experience, 2+ professional cybersecurity certifications: CISSP GIAC CISM CCSP CISA or Security+, 1+ professional cloud certifications: AWS Cloud Practitioner AWS Solution Architect  Associate AWS Developer  Associate AWS Security  Specialty or AWS Solution Architect  Professional","agile, aws, cism, cissp, jira"
Lead Data Scientist,"Data Science, Predictive Analytics, Tableau, OBIEE/OAC, Snowflake, Data Modeling, Data Preparation, ETL, R, Python, SQL, Machine Learning, AI, Clustering, Marketing, Manufacturing, Pricing, Logistics, Sales, Project Management, Analytical Skills, Leadership, Creativity, Decision Making, Complexity Management, Planning, Prioritization, ResultOriented, Collaboration, Bachelor's Degree (Quantitative Field), Master's Degree (Preferred), 7+ Years of Work Experience, 5+ Years of Data Science and Statistical Analysis Experience, Strong Communication Skills, Working Knowledge of Project Management Tools","ai, data modeling, etl, machine learning, python, sql, tableau"
"Senior Manager, Machine Learning Engineering","Machine learning, Data engineering, Software development, Python, Scala, Java, Scikitlearn, PyTorch, Dask, Spark, TensorFlow, DataBricks, SnowFlake, Data warehouse, Data lake, Cloud computing, AWS, Azure, Google Cloud Platform, Model and application code, Data pipeline, Modeling, Tuning, Evaluation, Continuous improvement, ML service APIs, Endtoend machine learning workflow, Distributed computing, Security detection, Risk profiling, Generative AI, Anomaly detection, Supervised learning, Graph","ai, aws, azure, data warehouse, google cloud, java, machine learning, python, pytorch, spark, tensorflow"
DataStage Architect,"DataStage Architect, Data Modeling, ETL/Data Warehousing, Dimension Modeling, Star and Snowflake Schemas, Chat Data Modeling, ETL Design and Development, IBM Infosphere DataStage, System Architecture and Design, SQL, PLSQL, Unix/Linux, JIRA, Confluence, OnsiteOffshore Work Model, Team Leadership, Requirements Gathering, Data Model Creation, Source Target Mapping, ETL Development Architecture, Offshore Team Management, Existing ETL Platform Understanding, Stakeholder and Project Manager Liaison, Project Performance and Quality Management, Best Practices Implementation","confluence, data modeling, etl, jira, linux, sql"
Contractor - Epic Clarity Data Analyst - Revenue Cycle,"Revenue cycle management, Data analysis, Data visualization, Epic Clarity reporting, SQL, Python, R, Statistical methods, Epic Clarity Data Model certification, Project management, Agile Development, Communication skills, Organizational skills, Analytical skills, Technical abilities, Epic Revenue Cycle certification, Certified Health Data Analyst (CHDA) certification","agile, python, sql"
"(USA) Staff, Data Engineer","Data Architecture, Distributed Computing, Apache Spark, ETL, Scala, Python, Google Cloud Platform (GCP), Microsoft Azure, Automic, Airflow, Data Modeling, Data Migration, CI/CD Pipelines, Databricks, Snowflake, ThoughtSpot, Druid, BigQuery, ClickHouse, CosmosDB, MySQL, Postgres, Kafka, Hadoop, Hive, Requirements Gathering, Effort Estimation, Troubleshooting, Servant Leadership, Change Management, Customer Focus, Strategic Thinking, Collaboration, Talent Management, NoSQL Databases, SQL Databases, Messaging Platforms","apache, azure, ci/cd, data modeling, etl, gcp, google cloud, hadoop, hive, kafka, mysql, python, spark, sql"
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","Data protection, Cybersecurity, Data loss prevention (DLP), Cloud computing, SaaS, IaaS, Web proxy, Email DLP, Endpoint DLP, URL filtering, Agile development, Multicloud environments, Information security policy, Technical writing, Project management, Scripting, Problem analysis, Technical documentation, Communication, Collaboration, Stakeholder management, Vendor relationship management, Leadership influence, JIRA, Cyber security practices, Software engineering principles, Customer engagement, Operating systems, Databases, Virtualization, Networks, Troubleshooting, Investigation, Configuration, Support, Technical delivery, Product security, Software development practices, Platform engineering, JIRA experience, Cybersecurity certifications (CISSP GIAC CISM CCSP CISA Security+), Cloud certifications (AWS Cloud Practitioner AWS Solution Architect  Associate AWS Developer  Associate AWS Security  Specialty AWS Solution Architect  Professional), High School Diploma GED or equivalent, 6+ years of experience in cybersecurity or information technology, 5+ years of experience in data protection, 3+ years of experience with Symantec DLP infrastructure engineering, 3+ years of experience with URL filtering proxy or Network DLP, 4+ years of experience in scripting and solving cyber technical challenges, 4+ years of experience in Agile delivery model, 4+ years of experience in public cloud security and multicloud environments, 3+ years experience in IT Delivery projects and technical writing, 2 or more professional cybersecurity certifications, 1 or more professional cloud certifications","agile, aws, cism, cissp, jira"
Senior Data Engineer,"Data Engineering, ELT/ETL, Data Structures, Pipelines, Azure, Oracle, Synapse, Data Lakes, Dedicated Pool, Azure ML, SQL Server, ADF, SSIS, SSAS, SQL, Python, PowerBI, Microsoft SSIS/SSAS, ADO, ETL/ELT, Data Replication/CDC, MessageOriented Data Movement, API Design and Development, Data Integration Technologies, Data Transformation, Data Models, Schemas, Metadata, Workload Management, Data Science, Data Analytics, Data Governance, Data Management, Communication, Team Collaboration, Business Collaboration, Statistical Analysis, Machine Learning, Artificial Intelligence, Cloud Computing, Hybrid Cloud, OnPremises, Business Intelligence, Data Warehousing, Data Mining, Data Visualization, Problem Solving, Critical Thinking","artificial intelligence, azure, elt, etl, machine learning, oracle, python, sql, sql server, ssas, ssis"
Manager Data Analytics 2,"Data Analytics, Leadership, Management, ETL Tools, Data Analytics Platforms, Reporting Services, Data gathering, Data cleansing, Data transformation, DOD Secret Security Clearance, Microsoft Office Suite, Python, Agile principles, Jira, Confluence, Siemens NX, TeamCenter, SAP, Manufacturing Execution Systems","agile, confluence, etl, jira, python, sap"
Data Architect,"Data Architecture, Data Strategy, ERD, Use Cases, Process Diagrams, Data Modelling, Waterfall, Agile, DBMS, Data Warehousing, Business Intelligence, Healthcare, Relational Databases, ETL, Data Integration, Data Governance, Data Quality, Data Security, Data Privacy, Data Analytics, Big Data, Cloud Computing, Data Mining, Machine Learning, Artificial Intelligence, Healthcare Data Standards, Commercial Data Strategies, B2C, B2B, ERP","agile, artificial intelligence, etl, machine learning, waterfall"
"Junior Systems Management Analyst (Datacenter Mainframe, Chaska, MN Data Center)","IBM DB2, IBM Tivoli Workload Scheduler (TWS), IBM CICS with COBOL, BMC, Incident Management, Change Management, Problem Management, Data Center Best Practices, Batch Processing, Escalation Procedures, Vendor Oversight",db2
Lead Data Engineer (Remote),"Ab Initio, ETL, Cloud, Data Integration, Data Warehouse, AWS, Hadoop, MapReduce, MySQL, PostgreSQL, Mongo DB, RDS, DB2, Cloudera Data Platform, Public Cloud, Ansible, Terraform, Bit Bucket, EMR, S3, Dynamo DB, ProgreSQL, UNIX, SQL, DevOps, CI/CD, Data Lakes, EBS, GDE, Meta Data Hub, Operational Consol, DB2, SQL, NoSQL, Python, Data Modeling, Data Exchange, Data Movement, ProblemSolving, Organizational Skills, Communication Skills","ansible, aws, ci/cd, data modeling, data warehouse, db2, etl, hadoop, mysql, postgresql, python, sql, terraform"
"Department of Defense AI/ML Sales Manager On-site (Bethesda, MD)","Business Development, AI, ML, Cloud, Analytics, Communication, Interpersonal Skills, Sales, Relationships, Strategy, Forecasting, Team Management, Training, Market Research, Partnerships, Products, Services, Requirements Gathering, Design, Problem Solving, Customer Service",ai
Group HR Systems & Data Analyst,"HR systems, Data management, Microsoft Excel, Problemsolving, Analytical thinking, Time management, Interpersonal skills, Organization skills, Proactivity, Communication skills, Teamwork, Selfmotivation, Microsoft Outlook, Microsoft Word, Microsoft PowerPoint, GDPR compliance, System administration, Data uploads, Data cleansing, Data integrity, Workflow design, User training, Change management, Reporting tools, Data interfaces",excel
Senior Data Scientist AI/ML- Insurance domain Required,"Data Science, Machine Learning, Artificial Intelligence, Python, Statistics, Big Data, Data Analysis, Data Modeling, Data Wrangling, Data Visualization, Data Quality Assurance, ETL, Predictive Modeling, Decision Tree, Bagging/Boosting, Artificial Neural Networks, Fuzzy Matching, Regular Expression, Distributed Computing, Leadership, Mentoring, Communication, Analytical Skills","artificial intelligence, data modeling, etl, machine learning, python"
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","Data Protection, Data Loss Prevention (DLP), Data Loss Prevention Software, Data Protection Tools, Cyber Security, Information Security, Information Technology, Web Proxy, Email Security, Endpoint Security, Cyber Security Practices, Agile Frameworks, Cloud Computing, Cloud Security, Java Scripting, System Engineering, AWS Cloud Practitioner, AWS Security, Java Scripting, JIRA, CISSP, AWS Cloud Security, ATS, Symantec, Cybr Risk Safeguarding, Data Protection Analysis, Technical Resolution, CloudBased Infrastructure, Symantec Data Loss Prevention (DLP), URL Filtering, Network DLP, High School Diploma, GED, Bachelor's Degree","agile, aws, cissp, java, jira"
Data Scientist - Central Market Management,"Data Science, Data Analysis, SQL, Python, R, Data Visualization, Financial Analysis, Business Strategy, Investment Analysis, Project Management, CrossFunctional Collaboration, Data Storytelling, Problem Solving, Spreadsheet Software, 401(k) Plan, Parental Leave, Health and Wellness Benefits, Paid Time Off, Lyft Pink","python, sql"
Junior Data Engineer,"Python, R, AWS, Git, gSuite, FAIR, DAMADMBOK, Data Ethics & Quality Principles, APIs, Big Data, Computer Science, Data Science, Master's degree, Healthcare data standards, Common Data Models (CDM), PII data privacy, Data governance, GDPR, Tableau, Power BI, SQL, NoSQL, Hadoop, Spark, Kafka, Data pipelines, ETL processes, Data Curation, QC, Data visualization, Cloud transfers, Data infrastructure, Data governance policies, Data privacy policies, GDPR, GCDMP, Data harmonization, Data curation scripts, Data anonymization scripts, Adaptability, Attention to Detail, SelfMotivation, Curiosity, Problem Solver, Communication Skills, Team Player, English (written and spoken)","aws, etl, git, hadoop, kafka, power bi, python, spark, sql, tableau"
